S.No.,pH,EC_(dS/m),Organic_Carbon_(%),Phosphorus_P2O5_(Kg/ha),Potassium_K2O_(Kg/ha),Zinc_Zn_(ppm),Iron_Fe_(ppm),Copper_Cu_(ppm),Manganese_Mn_(ppm),Required_Actions
1374,8.9,0.14,0.23,31.0,437.0,0.32,3.14,0.6,4.96,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1375,8.8,0.18,0.21,26.0,381.0,0.34,3.18,0.58,4.98,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1376,8.3,0.11,0.16,23.0,296.0,0.36,3.98,0.52,5.18,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1377,8.4,0.17,0.28,18.0,240.0,0.34,3.9,0.58,5.12,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1378,8.8,0.41,0.13,51.0,282.0,0.28,3.7,0.48,4.96,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1379,8.3,0.27,0.18,36.0,353.0,0.32,3.66,0.46,5.1,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1380,8.5,0.21,0.12,23.0,437.0,0.36,3.46,0.4,4.9,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1381,8.2,0.31,0.21,67.0,359.0,0.4,3.88,0.52,5.18,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1382,8.6,0.25,0.23,54.0,466.0,0.26,3.96,0.56,5.12,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1383,8.3,0.21,0.18,49.0,240.0,0.28,3.94,0.54,5.38,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1384,8.8,0.27,0.2,38.0,339.0,0.28,3.76,0.5,5.34,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1385,9.0,0.24,0.14,36.0,423.0,0.4,3.6,0.6,5.36,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1386,8.4,0.12,0.19,41.0,310.0,0.28,2.98,0.44,4.9,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1387,8.6,0.09,0.23,28.0,353.0,0.36,3.1,0.46,4.76,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1388,8.8,0.18,0.14,31.0,423.0,0.4,3.14,0.48,5.64,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1389,8.4,0.13,0.19,49.0,310.0,0.38,3.18,0.52,5.68,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1390,8.3,0.16,0.26,28.0,353.0,0.28,3.76,0.58,5.7,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1391,8.4,0.15,0.21,23.0,409.0,0.24,3.46,0.56,5.72,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1392,8.2,0.17,0.18,44.0,310.0,0.4,3.4,0.6,5.64,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1393,8.6,0.15,0.31,56.0,353.0,0.38,3.14,0.65,5.68,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1394,8.4,0.14,0.29,41.0,409.0,0.36,3.18,0.48,5.9,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1395,8.6,0.21,0.21,31.0,310.0,0.38,3.1,0.52,5.66,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1396,8.3,0.29,0.19,46.0,268.0,0.36,3.76,0.64,5.6,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1397,8.1,0.18,0.12,33.0,296.0,0.3,3.44,0.56,5.76,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1398,8.9,0.14,0.18,18.0,240.0,0.32,3.64,0.54,5.48,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1399,8.6,0.21,0.11,59.0,353.0,0.343,3.6,0.52,5.4,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1400,8.7,0.19,0.17,44.0,381.0,0.28,3.76,0.5,5.76,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1401,8.3,0.27,0.18,33.0,310.0,0.28,2.98,0.42,4.98,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1402,8.7,0.13,0.23,23.0,325.0,0.36,2.64,0.48,4.76,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1403,8.4,0.24,0.15,41.0,437.0,0.34,3.2,0.46,4.64,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1404,8.5,0.2,0.17,28.0,452.0,0.4,3.64,0.52,4.88,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1405,8.9,0.14,0.23,49.0,480.0,0.38,3.88,0.56,4.8,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1406,8.3,0.1,0.21,41.0,339.0,0.36,3.96,0.6,4.76,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1407,8.8,0.18,0.19,31.0,310.0,0.28,3.76,0.62,4.64,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1408,8.0,0.32,0.14,28.0,437.0,0.26,3.64,0.54,5.1,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1409,8.1,0.27,0.24,38.0,494.0,0.34,3.88,0.58,5.14,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1410,8.3,0.41,0.18,51.0,268.0,0.32,3.76,0.56,5.18,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1411,8.5,0.18,0.13,36.0,480.0,0.36,3.88,0.54,5.16,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1412,8.4,0.23,0.27,31.0,339.0,0.38,4.0,0.58,5.18,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1413,8.9,0.14,0.21,28.0,437.0,0.4,3.96,0.48,5.1,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1414,9.0,0.11,0.18,46.0,508.0,0.36,3.64,0.4,5.64,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1415,8.4,0.29,0.13,59.0,466.0,0.26,3.96,0.46,5.6,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1416,8.5,0.35,0.27,31.0,310.0,0.28,3.76,0.44,5.18,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1417,8.3,0.17,0.21,26.0,480.0,0.26,3.88,0.6,5.14,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1418,8.2,0.14,0.16,23.0,310.0,0.36,3.64,0.62,5.18,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1419,8.4,0.26,0.19,38.0,296.0,0.38,3.46,0.48,5.64,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1420,8.6,0.38,0.21,41.0,282.0,0.34,3.76,0.4,5.76,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1421,8.8,0.25,0.15,61.0,452.0,0.4,3.64,0.44,5.1,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1422,8.5,0.32,0.13,33.0,480.0,0.36,3.18,0.6,5.44,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1423,8.6,0.6,0.18,33.0,254.0,0.28,2.42,0.48,4.76,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1424,8.7,0.19,0.27,49.0,282.0,0.26,2.76,0.46,4.68,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1425,8.5,0.11,0.21,51.0,325.0,0.38,3.38,0.6,5.1,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1426,8.4,0.11,0.15,38.0,240.0,0.34,3.76,0.54,5.12,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1427,8.5,0.1,0.13,36.0,480.0,0.4,3.44,0.5,5.14,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1428,8.5,0.17,0.26,28.0,452.0,0.4,3.4,0.6,5.76,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1429,8.5,0.09,0.21,41.0,409.0,0.36,4.0,0.62,5.18,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1430,8.4,0.13,0.18,36.0,296.0,0.26,3.76,0.52,5.68,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1431,8.3,0.21,0.14,18.0,452.0,0.28,3.64,0.58,5.88,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1432,8.1,0.18,0.29,23.0,508.0,0.24,3.1,0.56,4.98,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1433,8.0,0.14,0.21,54.0,296.0,0.26,3.4,0.6,4.64,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1434,8.1,0.17,0.35,38.0,325.0,0.38,3.64,0.52,4.76,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1435,8.2,0.21,0.27,31.0,437.0,0.34,3.22,0.5,4.12,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1436,8.5,0.27,0.41,26.0,339.0,0.32,3.84,0.62,4.18,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1437,8.6,0.21,0.16,18.0,452.0,0.3,3.62,0.6,4.44,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1438,8.5,0.15,0.19,20.0,240.0,0.36,3.46,0.48,4.64,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1439,8.3,0.11,0.31,46.0,494.0,0.28,3.44,0.46,4.88,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1440,8.6,0.17,0.26,38.0,508.0,0.4,3.76,0.52,4.1,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1441,8.7,0.31,0.29,41.0,254.0,0.4,3.1,0.5,4.18,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1442,8.3,0.29,0.31,31.0,296.0,0.36,3.12,0.6,4.12,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1443,8.5,0.38,0.28,56.0,325.0,0.34,3.18,0.62,4.64,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1444,83.0,0.14,0.37,31.0,409.0,0.32,3.14,0.54,4.66,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1445,8.6,0.15,0.21,28.0,466.0,0.3,3.9,0.56,4.18,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1446,8.4,0.19,0.18,23.0,339.0,0.28,3.64,0.5,4.1,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1447,8.7,0.21,0.14,20.0,423.0,0.26,3.42,0.48,4.2,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Phosphorus is Low -> Increase DAP / Single Super Phosphate (SSP) | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1448,8.2,0.28,0.22,37.0,327.0,0.28,2.76,0.4,4.76,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1449,8.3,0.23,0.16,42.0,361.0,0.3,2.88,0.46,4.64,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1450,8.1,1.12,0.18,45.0,378.0,0.32,3.1,0.5,4.88,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1451,8.6,0.44,0.16,28.0,281.0,0.36,3.64,0.48,4.76,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1452,7.9,0.85,0.18,27.0,302.0,0.4,3.88,0.54,4.64,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1453,8.9,0.96,0.22,38.0,317.0,0.26,3.46,0.52,4.46,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1454,8.7,0.43,0.24,31.0,360.0,0.28,3.64,0.64,4.64,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1455,8.9,0.27,0.22,29.0,321.0,0.24,3.88,0.62,4.88,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1456,9.0,0.51,0.18,49.0,340.0,0.32,3.64,0.58,4.35,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1457,8.7,0.31,0.18,38.0,308.0,0.36,3.88,0.4,4.38,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1458,8.5,0.36,0.22,37.0,302.0,0.34,3.46,0.46,5.22,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1459,8.4,0.71,0.26,28.0,369.0,0.3,3.64,0.52,5.26,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1460,8.5,1.16,0.24,38.0,361.0,0.4,3.46,0.54,4.96,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1461,8.9,0.74,0.22,24.0,287.0,0.38,3.64,0.6,4.88,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1462,8.6,0.3,0.24,31.0,349.0,0.36,3.12,0.58,4.76,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1463,8.3,0.52,0.26,42.0,360.0,0.24,3.46,0.54,4.64,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1464,8.3,0.66,0.3,41.0,321.0,0.26,3.76,0.56,4.88,Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1465,8.2,3.18,0.18,39.0,294.0,0.32,3.66,0.48,4.98,E.C. is High/Critical -> Improve drainage & avoid saline water | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1466,8.0,2.49,0.16,43.0,340.0,0.34,3.76,0.46,4.76,E.C. is High/Critical -> Improve drainage & avoid saline water | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1467,8.9,0.87,0.2,38.0,317.0,0.36,3.18,0.44,4.64,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
1468,8.8,0.79,0.24,39.0,312.0,0.4,3.46,0.5,4.88,pH is High (Alkali) -> Apply Gypsum / Organic manure to lower alkalinity | Organic Carbon is Low -> Increase FYM (Farmyard Manure) / Compost | Zinc (Zn) is Low -> Apply Zinc Sulfate | Iron (Fe) is Low -> Apply Ferrous Sulfate
