S.No.,pH,EC_(dS/m),Organic_Carbon_(%),Phosphorus_P2O5_(Kg/ha),Potassium_K2O_(Kg/ha),Zinc_Zn_(ppm),Iron_Fe_(ppm),Copper_Cu_(ppm),Manganese_Mn_(ppm)
1553,8.3,0.27,0.2,29.0,308.0,0.24,3.6,0.46,4.86
1554,8.4,0.28,0.22,31.0,243.0,0.28,3.46,0.4,4.76
1555,8.7,0.15,0.26,39.0,327.0,0.3,3.68,0.48,4.64
1556,8.5,0.13,0.24,35.0,349.0,0.36,3.76,0.46,4.88
1557,9.4,0.18,0.16,41.0,327.0,0.26,3.76,0.4,4.76
1558,9.7,0.26,0.2,35.0,308.0,0.28,3.8,0.46,4.4
1559,8.8,0.19,0.16,28.0,360.0,0.36,3.86,0.44,4.88
1560,9.2,0.17,0.24,36.0,287.0,0.32,3.44,0.48,4.86
1561,8.6,0.83,0.26,38.0,269.0,0.34,3.76,0.5,4.76
1562,9.7,0.52,0.22,42.0,327.0,0.36,3.66,0.52,4.64
1563,8.8,0.27,0.24,35.0,312.0,0.28,3.7,0.54,4.6
1564,8.6,0.19,0.18,29.0,307.0,0.26,3.76,0.6,4.7
1565,8.7,0.13,0.2,42.0,321.0,0.28,3.64,0.62,4.72
1566,8.5,0.98,0.14,34.0,347.0,0.36,3.88,0.54,4.64
1567,8.8,0.21,0.2,31.0,329.0,0.34,3.4,0.56,4.6
1568,8.7,0.18,0.18,30.0,312.0,0.38,3.46,0.5,4.76
1569,9.1,0.27,0.12,35.0,360.0,0.36,3.64,0.48,4.18
1570,9.0,0.21,0.14,38.0,401.0,0.4,3.76,0.42,4.64
1571,8.7,0.15,0.18,36.0,329.0,0.42,3.68,0.58,4.6
1572,8.3,0.23,0.14,49.0,327.0,0.38,3.76,0.56,4.76
1573,8.8,0.11,0.18,31.0,314.0,0.36,3.64,0.54,4.18
1574,8.8,0.17,0.14,28.0,347.0,0.38,3.86,0.56,4.14
1575,8.7,0.28,0.14,49.0,327.0,0.34,3.8,0.6,4.18
1576,8.5,0.32,0.18,38.0,269.0,0.26,3.44,0.62,4.76
1577,8.6,0.27,0.14,41.0,347.0,0.28,3.4,0.58,4.94
1578,8.7,0.2,0.16,42.0,314.0,0.24,3.64,0.54,4.92
1579,8.6,0.16,0.24,31.0,349.0,0.36,3.76,0.56,4.9
1580,8.7,0.19,0.22,34.0,269.0,0.38,3.62,0.54,4.92
1581,8.9,0.21,0.16,24.0,287.0,0.34,3.64,0.58,4.82
1582,9.1,0.27,0.18,36.0,311.0,0.38,3.6,0.52,4.84
1583,9.0,0.21,0.22,28.0,314.0,0.36,3.44,0.54,4.64
1584,8.8,0.18,0.18,35.0,360.0,0.34,3.46,0.56,4.44
1585,8.7,0.29,0.16,49.0,329.0,0.36,3.1,0.54,4.86
1586,8.7,0.41,0.14,29.0,327.0,0.32,3.12,0.54,4.76
1587,8.2,0.12,0.17,23.0,212.0,0.3,3.24,0.48,4.26
1588,8.3,0.1,0.14,31.0,282.0,0.26,3.62,0.4,3.42
1589,8.4,0.17,0.21,38.0,198.0,0.22,3.1,0.32,3.92
1590,8.1,0.15,0.3,20.0,296.0,0.32,2.98,0.28,3.14
1591,8.3,0.18,0.18,33.0,254.0,0.28,2.7,0.44,3.18
1592,8.5,0.13,0.12,20.0,395.0,0.34,3.54,0.32,4.4
1593,8.6,0.11,0.11,38.0,437.0,0.3,3.1,0.38,3.62
1594,8.7,0.17,0.16,41.0,353.0,0.28,2.98,0.26,3.1
1595,8.5,0.21,0.19,23.0,367.0,0.44,2.6,0.48,3.78
1596,8.2,0.19,0.14,31.0,282.0,0.4,3.54,0.32,4.42
1597,8.6,0.27,0.21,41.0,409.0,0.26,3.78,0.26,3.78
1598,8.7,0.19,0.24,23.0,423.0,0.34,4.1,0.38,4.54
1599,8.8,0.28,0.18,20.0,494.0,0.26,2.78,0.44,3.9
1600,8.6,0.13,0.15,36.0,381.0,0.38,2.94,0.4,3.64
1601,8.4,0.21,0.21,41.0,339.0,0.42,3.24,0.28,3.78
1602,8.3,0.15,0.31,28.0,480.0,0.38,3.8,0.36,4.42
1603,8.1,0.29,0.16,20.0,296.0,0.26,2.84,0.46,510.0
1604,8.0,0.19,0.13,31.0,395.0,0.36,3.24,0.52,4.42
1605,8.7,0.18,0.21,41.0,494.0,0.44,3.64,0.38,3.72
1606,8.6,0.27,0.32,23.0,381.0,0.28,3.78,0.26,3.42
1607,8.6,0.21,0.21,46.0,480.0,0.32,3.46,0.38,4.18
1608,8.5,0.18,0.16,20.0,522.0,0.3,3.64,0.36,4.7
1609,8.2,0.11,0.19,46.0,423.0,0.26,3.88,0.5,3.76
1610,8.7,0.17,0.14,15.0,353.0,0.32,4.1,0.38,4.12
1611,8.5,0.21,0.19,13.0,396.0,0.28,2.78,0.44,3.8
1612,8.5,0.17,0.19,23.0,310.0,0.34,3.54,0.36,3.78
1613,8.8,0.27,0.12,15.0,296.0,0.8,3.64,0.54,4.42
1614,8.1,0.21,0.18,41.0,381.0,0.24,3.88,0.42,4.1
1615,8.4,0.42,0.16,28.0,296.0,0.28,4.1,0.48,4.18
1616,8.9,0.28,0.14,20.0,409.0,0.34,3.78,0.38,3.82
1617,8.1,0.19,0.14,31.0,268.0,0.32,3.64,0.42,3.78
1618,8.7,0.21,0.18,38.0,396.0,0.28,3.42,0.36,4.52
1619,8.3,0.37,0.21,23.0,437.0,0.42,3.82,0.24,4.1
1620,8.5,0.21,0.16,18.0,480.0,0.3,4.2,0.38,3.42
1621,8.1,0.18,0.19,41.0,508.0,0.26,3.78,0.3,3.1
1622,8.2,0.14,0.27,26.0,395.0,0.38,3.24,0.28,2.98
1623,8.4,0.11,0.21,44.0,339.0,0.3,3.64,0.44,3.54
1624,8.5,0.17,0.14,28.0,494.0,0.26,3.1,0.3,3.82
1625,8.4,0.21,0.19,23.0,536.0,0.34,3.8,0.24,4.42
1626,8.7,0.31,0.25,31.0,564.0,0.3,2.92,0.38,4.9
1627,8.3,0.27,0.21,41.0,381.0,0.26,2.46,0.28,5.12
1628,8.6,0.21,0.19,33.0,409.0,0.38,3.28,0.38,4.94
1629,8.7,0.25,0.16,26.0,353.0,0.42,3.1,0.42,4.12
1630,8.7,0.2,0.27,46.0,367.0,0.32,2.98,0.3,5.42
1631,8.4,0.18,0.21,20.0,437.0,0.48,2.72,0.28,4.18
1632,8.3,0.27,0.18,36.0,508.0,0.24,3.54,0.48,4.7
1633,8.7,0.21,0.14,44.0,466.0,0.38,3.7,0.4,4.1
1634,8.8,0.18,0.19,20.0,423.0,0.26,3.18,0.22,4.78
1635,8.1,4.24,0.19,26.0,254.0,0.28,3.12,0.36,4.7
1636,8.4,2.63,0.22,31.0,339.0,0.36,3.78,0.42,3.64
1637,8.6,1.37,0.18,20.0,381.0,0.42,4.2,0.3,4.98
1638,8.3,1.23,0.16,44.0,310.0,0.34,3.16,0.24,5.26
1639,8.4,2.01,0.11,20.0,296.0,0.32,3.7,0.32,3.78
1640,8.5,1.48,0.17,38.0,409.0,0.48,3.26,0.28,4.2
1641,8.4,1.27,0.21,41.0,452.0,0.3,2.98,0.36,4.1
1642,8.0,2.55,0.27,23.0,494.0,0.28,2.8,0.38,3.42
1643,8.3,1.46,0.16,18.0,395.0,0.38,3.26,0.42,3.1
1644,8.2,1.27,0.19,33.0,409.0,0.3,3.1,0.4,2.46
1645,8.2,1.66,0.22,44.0,564.0,0.26,3.94,0.34,3.78
1646,8.3,1.69,0.29,26.0,367.0,0.32,3.1,0.46,4.54
1647,8.2,1.3,0.18,41.0,339.0,0.28,2.88,0.28,3.94
1648,8.1,1.48,0.23,23.0,381.0,0.32,3.14,0.32,3.1
1649,8.3,1.61,0.21,33.0,423.0,0.4,3.78,0.26,4.78
1650,8.4,1.16,0.14,18.0,508.0,0.26,3.42,0.32,4.1
1651,8.4,1.12,0.19,41.0,466.0,0.32,2.46,0.28,4.9
1652,8.2,1.2,0.23,20.0,395.0,0.3,2.78,0.44,5.42
1653,8.3,1.43,0.16,46.0,480.0,0.24,3.24,0.48,3.78
1654,8.0,1.39,0.14,31.0,367.0,0.38,3.1,0.4,4.64
1655,8.2,1.43,0.15,20.0,339.0,0.42,2.42,0.26,3.72
1656,8.3,0.94,0.18,51.0,325.0,0.28,3.26,0.32,3.1
1657,8.5,2.56,0.27,49.0,381.0,0.36,3.48,0.28,4.54
1658,8.4,3.13,0.21,49.0,409.0,0.3,3.1,0.3,3.78
1659,8.1,1.62,0.16,20.0,325.0,0.28,3.78,0.44,4.9
1660,8.0,4.12,0.3,23.0,310.0,0.34,3.8,0.32,3.46
1661,8.0,5.51,0.41,20.0,296.0,0.26,2.92,0.44,4.78
1662,8.3,1.93,0.36,36.0,254.0,0.28,3.56,0.38,5.32
1663,8.3,1.08,0.23,41.0,339.0,0.38,3.78,0.56,4.9
1664,8.3,0.88,0.44,26.0,381.0,0.24,3.42,0.48,4.1
1665,8.6,0.91,0.36,49.0,282.0,0.32,3.4,0.32,2.48
1666,8.7,0.99,0.24,28.0,310.0,0.26,4.16,0.28,3.24
1667,8.5,0.88,0.14,38.0,381.0,0.38,4.78,0.38,3.18
1668,8.2,4.55,0.27,49.0,409.0,0.42,3.54,0.44,4.42
1669,8.1,0.72,0.2,41.0,423.0,0.28,3.78,0.4,4.98
1670,8.9,0.82,0.33,35.0,312.0,0.26,3.2,0.26,3.48
1671,8.7,0.78,0.44,29.0,307.0,0.38,3.78,0.38,4.14
1672,8.5,0.83,0.28,42.0,321.0,0.3,4.36,0.3,4.28
1673,8.4,0.81,0.46,34.0,347.0,0.26,4.1,0.42,3.8
1674,8.4,0.83,0.51,31.0,329.0,0.34,2.98,0.38,3.74
1675,8.3,0.86,0.31,30.0,312.0,0.26,2.42,0.26,3.12
1676,8.5,0.79,0.26,35.0,360.0,0.34,3.14,0.44,4.1
1677,8.4,0.76,0.54,38.0,401.0,0.3,3.36,0.4,4.98
1678,8.3,0.78,0.33,36.0,329.0,0.38,4.18,0.36,3.54
1679,8.4,0.77,0.23,49.0,327.0,0.24,3.54,0.38,3.28
1680,8.3,0.79,0.56,31.0,314.0,0.38,3.78,0.34,3.78
1681,8.1,0.24,0.61,28.0,347.0,0.4,4.1,0.38,4.78
1682,8.5,0.35,0.44,49.0,327.0,0.28,3.42,0.48,5.4
1683,8.6,0.28,0.33,38.0,269.0,0.36,3.1,0.4,3.78
1684,8.6,0.3,0.19,41.0,347.0,0.32,3.42,0.32,3.56
1685,8.1,0.42,0.21,23.0,325.0,0.28,3.88,0.48,4.24
1686,8.7,0.26,0.16,28.0,296.0,0.24,2.92,0.4,3.92
1687,8.5,0.21,0.14,41.0,381.0,0.4,3.1,0.32,4.18
1688,8.6,0.27,0.13,20.0,339.0,0.32,3.78,0.36,3.5
1689,8.7,0.38,0.21,33.0,310.0,0.26,3.54,0.54,3.18
1690,8.4,0.23,0.18,38.0,381.0,0.32,3.1,0.28,4.26
1691,8.0,0.21,0.12,26.0,296.0,0.28,2.96,0.34,4.7
1692,8.4,0.29,0.19,41.0,396.0,0.4,3.54,0.5,3.52
1693,8.5,0.21,0.14,20.0,282.0,0.28,3.18,0.28,3.78
1694,8.5,0.27,0.19,33.0,254.0,0.36,4.42,0.36,3.24
1695,8.4,0.32,0.11,46.0,409.0,0.3,3.94,0.42,3.92
1696,8.6,0.3,0.21,51.0,437.0,0.28,3.48,0.36,4.1
1697,8.7,0.29,0.17,36.0,480.0,0.44,3.94,0.38,3.4
1698,8.7,0.38,0.23,20.0,395.0,0.38,4.54,0.3,2.88
1699,8.3,0.27,0.2,38.0,494.0,0.3,4.1,0.24,3.84
1700,8.2,0.21,0.18,54.0,367.0,0.26,3.42,0.32,4.7
1701,8.5,0.41,0.16,44.0,339.0,0.34,3.1,0.28,4.1
1702,8.4,0.27,0.25,28.0,423.0,0.42,2.98,0.34,2.98
1703,8.4,0.29,0.2,23.0,409.0,0.38,2.56,0.28,2.52
1704,8.6,0.32,0.19,56.0,339.0,0.28,2.74,0.44,3.56
1705,8.7,0.27,0.17,41.0,437.0,0.36,2.48,0.36,3.74
1706,8.8,0.28,0.21,26.0,381.0,0.44,3.2,0.38,4.7
1707,8.8,0.2,0.24,20.0,508.0,0.4,3.08,0.44,4.32
1708,8.4,0.17,0.18,26.0,353.0,0.28,2.88,0.32,2.9
1709,8.3,0.14,0.14,18.0,395.0,0.32,2.64,0.26,2.58
1710,8.5,0.11,0.11,20.0,494.0,0.26,3.54,0.34,4.14
1711,8.4,0.17,0.19,49.0,381.0,0.32,3.1,0.46,3.78
1712,8.7,0.21,0.21,36.0,508.0,0.28,2.4,0.38,3.5
1713,8.8,0.38,0.18,28.0,480.0,0.36,3.78,0.54,4.78
1714,8.1,0.72,0.17,41.0,212.0,0.38,3.34,0.26,3.48
1715,8.7,0.78,0.21,26.0,409.0,0.24,2.98,0.38,4.7
1716,8.5,0.84,0.27,20.0,395.0,0.34,2.8,0.3,4.98
1717,8.6,0.71,0.16,28.0,437.0,0.42,3.24,0.38,3.28
1718,8.4,0.83,0.11,23.0,339.0,0.36,3.78,0.42,3.64
1719,8.37,0.67,0.19,41.0,35.0,0.3,3.44,0.3,3.52
1720,8.6,0.83,0.27,31.0,437.0,0.28,3.18,0.26,5.1
1721,8.7,0.87,0.21,26.0,367.0,0.24,2.98,0.38,2.84
1722,8.7,0.81,0.18,41.0,409.0,0.38,2.54,0.54,3.56
1723,8.9,0.74,0.14,44.0,480.0,0.3,3.7,0.32,4.84
1724,8.5,0.31,0.19,20.0,310.0,0.26,4.36,0.26,3.56
1725,8.4,0.23,0.21,23.0,254.0,0.38,4.1,0.38,4.38
1726,8.6,0.21,0.16,44.0,339.0,0.28,3.26,0.3,5.4
1727,8.3,0.14,0.14,31.0,381.0,0.42,3.18,0.22,2.98
1728,8.31,0.18,0.19,20.0,282.0,0.38,4.1,0.36,3.4
1729,8.0,0.21,0.21,18.0,325.0,0.32,3.48,0.44,3.18
1730,8.5,0.27,0.16,23.0,240.0,0.24,3.56,0.48,3.36
1731,8.6,0.21,0.19,36.0,395.0,0.38,3.14,0.32,4.78
1732,8.4,0.18,0.27,23.0,437.0,0.42,4.7,0.38,5.32
1733,8.8,0.26,0.21,18.0,466.0,0.34,3.62,0.42,2.74
1734,8.4,0.32,0.18,38.0,395.0,0.3,3.78,0.48,3.58
1735,8.3,0.23,0.29,31.0,536.0,0.26,4.1,0.32,3.9
1736,8.5,0.21,0.21,33.0,508.0,0.4,4.72,0.48,4.74
1737,8.8,0.14,0.27,46.0,466.0,0.24,3.92,0.4,4.1
1738,8.6,0.18,0.18,31.0,381.0,0.34,3.18,0.38,2.9
1739,8.7,0.11,0.29,23.0,480.0,0.3,2.42,0.34,3.42
1740,8.8,0.18,0.37,20.0,437.0,0.28,3.58,0.42,3.78
1741,8.8,0.31,0.26,44.0,353.0,0.36,4.42,0.38,4.46
1742,8.5,0.14,0.21,59.0,296.0,0.42,4.1,0.24,4.7
1743,8.4,0.28,0.18,67.0,339.0,0.38,3.78,0.38,3.78
1744,8.7,0.79,0.18,38.0,381.0,0.38,3.82,0.26,2.58
1745,8.5,0.8,0.31,67.0,452.0,0.26,2.94,0.38,3.22
1746,8.5,0.11,0.27,23.0,325.0,0.3,2.82,0.32,2.78
1747,8.4,0.17,0.41,31.0,437.0,0.24,3.64,0.28,4.3
1748,8.7,0.38,0.26,38.0,452.0,0.32,3.42,0.44,2.64
1749,8.8,0.27,0.19,20.0,310.0,0.42,4.1,0.4,3.58
1750,8.9,0.2,0.24,18.0,296.0,0.28,3.64,0.38,3.82
1751,8.9,0.18,0.21,44.0,437.0,0.38,3.98,0.28,4.26
1752,8.7,0.14,0.17,51.0,480.0,0.3,4.1,0.44,4.1
1753,8.7,0.19,0.23,33.0,367.0,0.22,3.22,0.4,2.94
1754,8.6,0.31,0.3,23.0,325.0,0.36,4.14,0.34,3.42
1755,8.7,0.23,0.24,49.0,437.0,0.34,3.62,0.28,2.78
1756,8.8,0.28,0.14,26.0,480.0,0.24,3.88,0.52,4.3
1757,8.8,0.29,0.19,18.0,367.0,0.38,3.12,0.38,5.48
1758,8.7,0.41,0.21,44.0,395.0,0.44,4.1,0.26,2.82
1759,8.5,0.26,0.23,54.0,310.0,0.32,3.16,0.36,3.64
1760,8.4,0.44,0.18,49.0,437.0,0.36,2.88,0.48,4.74
1761,8.7,0.31,0.11,23.0,480.0,0.28,3.26,0.34,3.98
1762,8.4,0.21,0.16,28.0,339.0,0.34,3.1,0.3,2.82
1763,8.4,0.19,0.23,18.0,310.0,0.4,2.64,0.28,4.14
1764,8.14,0.47,0.23,69.0,395.0,0.28,3.18,0.38,4.9
1765,8.7,0.91,0.17,61.0,296.0,0.38,3.24,0.46,5.18
1766,8.6,0.82,0.14,56.0,480.0,0.26,3.48,0.32,4.7
1767,8.8,0.73,0.19,46.0,409.0,0.38,3.76,0.38,4.12
1768,8.7,0.64,0.14,51.0,508.0,0.34,3.24,0.34,3.8
1769,8.5,0.59,0.18,41.0,381.0,0.28,4.1,0.38,4.74
1770,8.3,0.42,0.22,33.0,466.0,0.34,4.28,0.44,2.82
1771,8.6,0.77,0.15,69.0,409.0,0.3,3.4,0.38,3.7
1772,8.8,0.85,0.11,54.0,310.0,0.26,3.18,0.3,4.16
1773,8.2,0.39,0.17,41.0,395.0,0.3,2.46,0.28,4.94
1774,8.7,0.58,0.14,33.0,339.0,0.26,2.7,0.56,2.9
1775,8.6,0.74,0.18,64.0,494.0,0.38,3.26,0.5,4.18
1776,9.0,0.31,0.18,28.0,409.0,0.34,3.42,0.36,3.76
1777,8.7,0.98,0.27,31.0,325.0,0.28,3.78,0.28,4.78
1778,8.4,0.81,0.2,69.0,381.0,0.22,4.1,0.46,3.64
1779,8.3,1.06,0.16,23.0,254.0,0.36,3.46,0.4,4.1
1780,8.2,1.07,0.19,28.0,339.0,0.3,2.94,0.38,4.78
1781,8.0,1.1,0.11,46.0,423.0,0.24,2.76,0.3,2.86
1782,8.4,0.82,0.16,20.0,466.0,0.22,2.62,0.24,4.12
1783,8.2,0.47,0.14,41.0,367.0,0.44,2.9,0.32,4.76
1784,8.5,0.91,0.21,59.0,296.0,0.26,3.26,0.26,4.94
1785,8.4,0.78,0.13,20.0,339.0,0.34,3.78,0.28,2.78
1786,8.1,0.49,0.32,18.0,268.0,0.3,3.4,0.44,5.1
1787,8.6,0.41,0.23,31.0,282.0,0.26,2.92,0.48,3.88
1788,8.4,0.78,0.14,36.0,409.0,0.38,3.54,0.32,3.7
1789,8.5,0.92,0.18,26.0,367.0,0.24,3.1,0.28,2.98
1790,8.4,0.41,0.13,26.0,310.0,0.26,3.28,0.4,3.54
1791,8.7,0.92,0.19,49.0,395.0,0.34,3.42,0.32,3.9
1792,8.2,0.89,0.22,33.0,494.0,0.28,2.94,0.26,4.26
1793,8.5,1.11,0.16,67.0,212.0,0.34,2.76,0.48,4.8
1794,8.6,1.07,0.18,41.0,268.0,0.42,2.54,0.32,3.62
1795,8.3,1.16,0.21,31.0,310.0,0.26,3.46,0.26,4.28
1796,8.4,1.08,0.16,28.0,254.0,0.38,3.1,0.34,4.7
1797,8.5,0.91,0.31,23.0,282.0,0.3,3.9,0.38,3.54
1798,8.5,0.87,0.27,18.0,381.0,0.22,3.24,0.42,3.96
1799,8.4,0.94,0.21,20.0,226.0,0.26,4.1,0.36,4.2
1800,8.4,0.74,0.39,46.0,325.0,0.34,2.88,0.42,4.1
1801,8.2,0.81,0.28,31.0,437.0,0.3,2.42,0.28,2.98
1802,8.7,0.95,0.41,28.0,395.0,0.28,2.98,0.34,2.56
1803,8.1,1.11,0.16,46.0,480.0,0.36,3.24,0.46,3.24
1804,8.7,0.9,0.19,33.0,381.0,0.26,3.1,0.28,3.82
1805,8.3,0.71,0.32,28.0,296.0,0.34,2.88,0.44,3.4
1806,8.2,0.89,0.27,51.0,310.0,0.3,2.7,0.4,4.12
1807,8.1,0.41,0.14,61.0,240.0,0.24,2.56,0.38,4.9
1808,8.4,1.11,0.41,28.0,381.0,0.4,3.96,0.48,4.82
1809,8.6,1.07,0.29,46.0,339.0,0.46,4.1,0.38,5.46
1810,8.4,1.17,0.37,31.0,437.0,0.38,3.46,0.56,4.48
1811,8.8,1.08,0.48,23.0,310.0,0.46,3.78,0.148,4.76
1812,8.5,0.91,0.28,33.0,268.0,0.48,4.1,0.32,4.1
1813,8.7,0.16,0.16,31.0,367.0,0.32,3.26,0.36,3.78
1814,8.5,0.24,0.19,38.0,452.0,0.26,3.1,0.48,4.26
1815,8.6,0.21,0.31,23.0,466.0,0.28,2.46,0.4,3.4
1816,8.3,0.13,0.29,20.0,240.0,0.22,2.78,0.26,2.94
1817,8.8,0.16,0.32,33.0,452.0,0.34,3.54,0.32,3.56
1818,8.8,0.14,0.18,26.0,494.0,0.38,3.1,0.28,3.28
1819,8.6,0.11,0.14,38.0,339.0,0.32,2.98,0.46,4.1
1820,8.5,0.22,0.27,23.0,452.0,0.26,3.56,0.4,2.96
1821,8.9,0.29,0.31,31.0,466.0,0.38,3.1,0.32,4.1
1822,8.4,0.13,0.28,38.0,240.0,0.24,2.48,0.28,4.72
1823,8.7,0.2,0.27,41.0,212.0,0.2,2.62,0.32,3.64
1824,8.5,0.11,0.41,69.0,296.0,0.28,3.42,0.28,3.94
1825,8.8,0.19,0.17,20.0,310.0,0.36,3.1,0.36,4.12
1826,8.3,0.26,0.18,15.0,409.0,0.3,2.98,0.44,4.9
1827,8.1,0.37,0.18,18.0,325.0,0.26,3.54,0.4,4.1
1828,8.9,0.3,0.11,69.0,437.0,0.38,3.4,0.38,4.82
1829,8.8,0.14,0.27,56.0,381.0,0.28,2.98,0.26,4.9
1830,8.6,0.19,0.21,51.0,325.0,0.34,2.54,0.5,2.98
1831,8.5,0.11,0.14,72.0,367.0,0.3,3.78,0.44,5.36
1832,8.4,0.21,0.19,49.0,423.0,0.26,4.12,0.52,4.72
1833,8.1,0.16,0.22,51.0,494.0,0.38,3.96,0.48,3.64
1834,8.3,0.13,0.31,46.0,310.0,0.3,4.5,0.44,3.1
1835,8.6,0.18,0.29,41.0,353.0,0.26,3.1,0.56,2.82
1836,8.4,0.26,0.21,36.0,452.0,0.28,2.48,0.42,4.1
1837,8.9,0.35,0.16,67.0,437.0,0.44,2.74,0.38,4.94
1838,8.2,0.21,0.19,56.0,254.0,0.4,3.26,0.32,3.58
1839,8.8,0.19,0.31,31.0,268.0,0.28,3.48,0.28,4.12
1840,8.7,0.14,0.27,38.0,310.0,0.32,2.46,0.36,4.78
1841,8.4,0.17,0.14,46.0,226.0,0.26,2.9,0.44,4.1
1842,8.9,0.11,0.11,41.0,508.0,0.38,3.1,0.3,4.98
1843,8.7,0.18,0.17,49.0,268.0,0.34,3.42,0.42,3.58
1844,8.4,0.26,0.21,36.0,395.0,0.28,3.64,0.38,4.1
1845,8.6,0.21,0.29,23.0,282.0,0.36,3.1,0.26,4.72
1846,8.5,0.14,0.14,20.0,409.0,0.44,2.98,0.3,5.64
1847,8.2,0.11,0.18,18.0,24.0,0.28,2.72,0.48,5.3
1848,8.8,0.29,0.11,31.0,423.0,0.32,3.54,0.44,2.98
1849,8.5,0.17,0.17,69.0,409.0,0.26,3.69,0.28,3.24
1850,8.9,0.14,0.21,38.0,466.0,0.34,4.12,0.34,3.1
1851,9.0,0.11,0.27,51.0,494.0,0.3,2.82,0.3,4.26
1852,8.6,0.16,0.18,36.0,367.0,0.26,2.64,0.56,4.7
1853,8.4,0.31,0.16,33.0,296.0,0.34,3.54,0.42,4.1
1854,8.2,0.13,0.2,56.0,254.0,0.3,3.7,0.48,3.54
1855,8.5,0.21,0.31,41.0,339.0,0.24,3.54,0.38,3.12
1856,8.7,0.28,0.15,26.0,240.0,0.22,4.1,0.26,3.68
1857,8.3,0.37,0.12,26.0,310.0,0.36,2.82,0.32,4.32
1858,8.9,0.18,0.28,28.0,353.0,0.3,2.5,0.28,2.98
1859,9.0,0.26,0.21,41.0,437.0,0.28,2.94,0.34,3.42
1860,8.6,0.21,0.18,59.0,296.0,0.32,2.42,0.54,4.18
1861,8.1,0.18,0.26,49.0,367.0,0.28,2.4,0.4,4.9
1862,8.3,0.13,0.19,44.0,268.0,0.44,3.1,0.28,3.24
1863,8.5,0.19,0.14,67.0,452.0,0.4,0.264,0.4,3.82
1864,8.4,0.24,0.11,51.0,310.0,0.32,2.82,0.28,3.7
1865,8.8,0.21,0.2,33.0,254.0,0.22,3.54,0.44,4.18
1866,8.9,0.17,0.27,23.0,212.0,0.26,3.1,0.26,4.1
1867,8.6,0.29,0.21,18.0,339.0,0.32,2.98,0.32,2.48
1868,8.4,0.25,0.15,28.0,310.0,0.28,2.54,0.26,3.24
1869,8.7,0.13,0.19,26.0,268.0,0.32,3.1,0.38,3.1
1870,8.3,0.21,0.21,56.0,437.0,0.28,2.82,0.42,2.98
1871,8.1,0.16,0.26,31.0,381.0,0.34,3.78,0.38,4.24
1872,8.4,0.11,0.31,49.0,310.0,0.26,2.42,0.44,3.78
1873,8.7,0.17,0.11,31.0,282.0,0.38,3.1,0.46,4.1
1874,8.6,0.23,0.13,23.0,325.0,0.42,2.98,0.6,2.98
1875,8.4,0.21,0.27,20.0,381.0,0.38,2.54,0.42,4.18
1876,8.1,0.14,0.16,28.0,409.0,0.26,3.42,0.34,4.7
1877,8.7,0.16,0.11,36.0,339.0,0.34,2.98,0.28,4.98
1878,8.4,0.37,0.12,36.0,254.0,0.36,3.12,0.52,3.132
1879,8.1,0.21,0.18,28.0,296.0,0.42,2.21,0.36,3.98
1880,8.7,0.14,0.13,23.0,240.0,0.38,3.54,0.42,4.2
1881,8.3,0.19,0.17,20.0,339.0,0.42,3.9,0.26,4.18
1882,8.5,0.27,0.21,36.0,395.0,0.26,3.12,0.5,3.9
1883,8.7,0.21,0.29,33.0,310.0,0.22,2.9,0.24,3.54
1884,8.4,0.13,0.15,38.0,423.0,0.36,3.54,0.28,3.12
1885,8.7,0.18,0.19,41.0,452.0,0.42,3.1,0.36,3.9
1886,8.6,0.21,0.31,44.0,310.0,0.3,2.48,0.42,4.82
1887,8.0,0.26,0.26,26.0,254.0,0.28,2.7,0.38,4.42
1888,8.6,0.13,0.3,20.0,240.0,0.24,3.54,0.4,3.8
1889,8.9,0.19,0.14,31.0,339.0,0.28,3.1,0.54,3.7
1890,8.7,0.24,0.317,41.0,282.0,0.32,2.46,0.28,4.58
1891,8.3,0.15,0.2,36.0,254.0,0.24,2.4,0.36,4.1
1892,8.1,0.1,0.18,44.0,310.0,0.28,3.58,0.4,3.26
1893,8.7,0.16,0.17,36.0,339.0,0.32,3.1,0.32,3.78
1894,8.3,0.19,0.15,54.0,254.0,0.28,2.48,0.28,4.1
1895,8.6,0.23,0.3,28.0,226.0,0.36,2.7,0.38,2.98
1896,8.4,0.2,0.27,22.0,343.0,0.42,3.56,0.4,3.54
1897,8.9,0.14,0.21,20.0,282.0,0.4,3.1,0.34,3.1
1898,8.9,0.12,0.16,31.0,268.0,0.32,3.42,0.32,3.46
1899,8.3,0.174,0.13,20.0,310.0,0.26,3.1,0.42,3.2
1900,8.0,0.27,0.18,33.0,409.0,0.22,4.16,0.28,4.54
1901,8.5,0.24,0.12,26.0,339.0,0.38,2.98,0.34,3.8
1902,8.6,0.31,0.18,38.0,437.0,0.24,4.2,0.44,3.54
1903,8.6,0.26,0.22,23.0,325.0,0.32,3.12,0.46,3.64
1904,8.4,0.21,0.11,18.0,282.0,0.26,3.64,0.28,4.78
1905,8.7,0.16,0.15,33.0,353.0,0.32,3.1,0.32,4.7
1906,8.3,0.11,0.21,49.0,437.0,0.24,2.42,0.26,3.46
1907,8.5,0.19,0.13,61.0,282.0,0.38,3.82,0.32,3.58
